site,treatment,plot,co2,temperature_offset_C,year,model_var,obs,obs_err,units,source_variable,source_components,source_file,pft_group,pft_indices,anpp_tree,anpp_shrub,npp_sphagnum,bnpp_tree_shrub,rhco2,notes
US-SPR,T4.50,P13,0,4.5,2018,NPP,344.15,51.6225,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,67.1,105.4,84.6,87.05,-390.6,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T4.50,P13,0,4.5,2018,AGNPP_pftgroup_tree,67.1,10.065,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",67.1,105.4,84.6,87.05,-390.6,measured tree aboveground NPP
US-SPR,T4.50,P13,0,4.5,2018,AGNPP_pftgroup_shrub,105.4,15.81,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,67.1,105.4,84.6,87.05,-390.6,measured shrub aboveground NPP
US-SPR,T4.50,P13,0,4.5,2018,BGNPP_pftgroup_woody,87.05,13.0575,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",67.1,105.4,84.6,87.05,-390.6,measured combined tree and shrub belowground NPP
US-SPR,T4.50,P13,0,4.5,2018,NPP_pftgroup_moss,84.6,12.69,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,67.1,105.4,84.6,87.05,-390.6,measured sphagnum NPP
US-SPR,T4.50,P13,0,4.5,2018,HR,390.6,58.59,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,67.1,105.4,84.6,87.05,-390.6,RHCO2 sign flipped so positive values match model HR
US-SPR,T6.75,P08,0,6.75,2018,NPP,387.6,58.14,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,83.6,171.2,42.5,90.3,-471.7,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T6.75,P08,0,6.75,2018,AGNPP_pftgroup_tree,83.6,12.54,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",83.6,171.2,42.5,90.3,-471.7,measured tree aboveground NPP
US-SPR,T6.75,P08,0,6.75,2018,AGNPP_pftgroup_shrub,171.2,25.68,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,83.6,171.2,42.5,90.3,-471.7,measured shrub aboveground NPP
US-SPR,T6.75,P08,0,6.75,2018,BGNPP_pftgroup_woody,90.3,13.545,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",83.6,171.2,42.5,90.3,-471.7,measured combined tree and shrub belowground NPP
US-SPR,T6.75,P08,0,6.75,2018,NPP_pftgroup_moss,42.5,6.375,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,83.6,171.2,42.5,90.3,-471.7,measured sphagnum NPP
US-SPR,T6.75,P08,0,6.75,2018,HR,471.7,70.755,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,83.6,171.2,42.5,90.3,-471.7,RHCO2 sign flipped so positive values match model HR
US-SPR,T9.00,P17,0,9,2018,NPP,264.2,39.63,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,48.6,103.4,13.2,99,-467.4,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T9.00,P17,0,9,2018,AGNPP_pftgroup_tree,48.6,7.29,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",48.6,103.4,13.2,99,-467.4,measured tree aboveground NPP
US-SPR,T9.00,P17,0,9,2018,AGNPP_pftgroup_shrub,103.4,15.51,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,48.6,103.4,13.2,99,-467.4,measured shrub aboveground NPP
US-SPR,T9.00,P17,0,9,2018,BGNPP_pftgroup_woody,99,14.85,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",48.6,103.4,13.2,99,-467.4,measured combined tree and shrub belowground NPP
US-SPR,T9.00,P17,0,9,2018,NPP_pftgroup_moss,13.2,1.98,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,48.6,103.4,13.2,99,-467.4,measured sphagnum NPP
US-SPR,T9.00,P17,0,9,2018,HR,467.4,70.11,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,48.6,103.4,13.2,99,-467.4,RHCO2 sign flipped so positive values match model HR
US-SPR,TAMB,P07,Amb,0,2019,NPP,320.386,48.0579,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,85.1,84.9108,140,10.375,-305.881,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,TAMB,P07,Amb,0,2019,AGNPP_pftgroup_tree,85.1,12.765,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",85.1,84.9108,140,10.375,-305.881,measured tree aboveground NPP
US-SPR,TAMB,P07,Amb,0,2019,AGNPP_pftgroup_shrub,84.9108,12.7366,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,85.1,84.9108,140,10.375,-305.881,measured shrub aboveground NPP
US-SPR,TAMB,P07,Amb,0,2019,BGNPP_pftgroup_woody,10.375,1.55625,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",85.1,84.9108,140,10.375,-305.881,measured combined tree and shrub belowground NPP
US-SPR,TAMB,P07,Amb,0,2019,NPP_pftgroup_moss,140,21,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,85.1,84.9108,140,10.375,-305.881,measured sphagnum NPP
US-SPR,TAMB,P07,Amb,0,2019,HR,305.881,45.8822,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,85.1,84.9108,140,10.375,-305.881,RHCO2 sign flipped so positive values match model HR
US-SPR,T0.00,P06,0,0,2019,NPP,365.599,54.8398,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,53.2,44.4987,198.1,69.8,-347.805,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T0.00,P06,0,0,2019,AGNPP_pftgroup_tree,53.2,7.98,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",53.2,44.4987,198.1,69.8,-347.805,measured tree aboveground NPP
US-SPR,T0.00,P06,0,0,2019,AGNPP_pftgroup_shrub,44.4987,6.6748,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,53.2,44.4987,198.1,69.8,-347.805,measured shrub aboveground NPP
US-SPR,T0.00,P06,0,0,2019,BGNPP_pftgroup_woody,69.8,10.47,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",53.2,44.4987,198.1,69.8,-347.805,measured combined tree and shrub belowground NPP
US-SPR,T0.00,P06,0,0,2019,NPP_pftgroup_moss,198.1,29.715,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,53.2,44.4987,198.1,69.8,-347.805,measured sphagnum NPP
US-SPR,T0.00,P06,0,0,2019,HR,347.805,52.1708,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,53.2,44.4987,198.1,69.8,-347.805,RHCO2 sign flipped so positive values match model HR
US-SPR,T2.25,P20,0,2.25,2019,NPP,471.88,70.782,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,150.4,103.906,135.474,82.1,-391.91,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T2.25,P20,0,2.25,2019,AGNPP_pftgroup_tree,150.4,22.56,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",150.4,103.906,135.474,82.1,-391.91,measured tree aboveground NPP
US-SPR,T2.25,P20,0,2.25,2019,AGNPP_pftgroup_shrub,103.906,15.5859,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,150.4,103.906,135.474,82.1,-391.91,measured shrub aboveground NPP
US-SPR,T2.25,P20,0,2.25,2019,BGNPP_pftgroup_woody,82.1,12.315,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",150.4,103.906,135.474,82.1,-391.91,measured combined tree and shrub belowground NPP
US-SPR,T2.25,P20,0,2.25,2019,NPP_pftgroup_moss,135.474,20.3211,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,150.4,103.906,135.474,82.1,-391.91,measured sphagnum NPP
US-SPR,T2.25,P20,0,2.25,2019,HR,391.91,58.7865,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,150.4,103.906,135.474,82.1,-391.91,RHCO2 sign flipped so positive values match model HR
US-SPR,T4.50,P13,0,4.5,2019,NPP,347.512,52.1267,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,83.6,130.563,46.974,86.375,-427.186,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T4.50,P13,0,4.5,2019,AGNPP_pftgroup_tree,83.6,12.54,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",83.6,130.563,46.974,86.375,-427.186,measured tree aboveground NPP
US-SPR,T4.50,P13,0,4.5,2019,AGNPP_pftgroup_shrub,130.563,19.5844,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,83.6,130.563,46.974,86.375,-427.186,measured shrub aboveground NPP
US-SPR,T4.50,P13,0,4.5,2019,BGNPP_pftgroup_woody,86.375,12.9562,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",83.6,130.563,46.974,86.375,-427.186,measured combined tree and shrub belowground NPP
US-SPR,T4.50,P13,0,4.5,2019,NPP_pftgroup_moss,46.974,7.0461,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,83.6,130.563,46.974,86.375,-427.186,measured sphagnum NPP
US-SPR,T4.50,P13,0,4.5,2019,HR,427.186,64.0779,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,83.6,130.563,46.974,86.375,-427.186,RHCO2 sign flipped so positive values match model HR
US-SPR,T6.75,P08,0,6.75,2019,NPP,270.646,40.5969,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,86,72.181,29.765,82.7,-427.793,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T6.75,P08,0,6.75,2019,AGNPP_pftgroup_tree,86,12.9,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",86,72.181,29.765,82.7,-427.793,measured tree aboveground NPP
US-SPR,T6.75,P08,0,6.75,2019,AGNPP_pftgroup_shrub,72.181,10.8272,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,86,72.181,29.765,82.7,-427.793,measured shrub aboveground NPP
US-SPR,T6.75,P08,0,6.75,2019,BGNPP_pftgroup_woody,82.7,12.405,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",86,72.181,29.765,82.7,-427.793,measured combined tree and shrub belowground NPP
US-SPR,T6.75,P08,0,6.75,2019,NPP_pftgroup_moss,29.765,4.46475,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,86,72.181,29.765,82.7,-427.793,measured sphagnum NPP
US-SPR,T6.75,P08,0,6.75,2019,HR,427.793,64.169,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,86,72.181,29.765,82.7,-427.793,RHCO2 sign flipped so positive values match model HR
US-SPR,T9.00,P17,0,9,2019,NPP,326.239,48.9358,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,52.4,133.161,9.378,131.3,-635.047,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T9.00,P17,0,9,2019,AGNPP_pftgroup_tree,52.4,7.86,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",52.4,133.161,9.378,131.3,-635.047,measured tree aboveground NPP
